iso_a3,name,region,year,population,gdp_per_capita,life_expectancy
idn,Indonesia,Asia,2000,211540429,5806,67.27
idn,Indonesia,Asia,2005,226712730,6825,68.57
idn,Indonesia,Asia,2010,242524123,8433,69.9
idn,Indonesia,Asia,2015,258162113,10368,71.4
irn,Iran,Asia,1950,17119268,4099,42.34
irn,Iran,Asia,1955,19293999,3689,45.36
irn,Iran,Asia,1960,21906903,5424,48.69
irn,Iran,Asia,1965,24955115,7085,51.93
irn,Iran,Asia,1970,28514010,11003,55.57
irn,Iran,Asia,1975,32730554,15508,64.5
irn,Iran,Asia,1980,38668220,10989,66.48
irn,Iran,Asia,1985,47342702,11758,68.29
irn,Iran,Asia,1990,56226185,10163,68.16
irn,Iran,Asia,1995,60575644,10894,70.93
irn,Iran,Asia,2000,66131854,11854,71.61
irn,Iran,Asia,2005,70421811,14551,72.52
irn,Iran,Asia,2010,74567511,17444,74.45
irn,Iran,Asia,2015,79360487,16010,75.8
irq,Iraq,Asia,1950,5719192,3035,36.01
irq,Iraq,Asia,1955,6502657,5112,43.05
irq,Iraq,Asia,1960,7289761,6081,49.79
irq,Iraq,Asia,1965,8375793,7303,55.94
irq,Iraq,Asia,1970,9917983,7701,60.59
irq,Iraq,Asia,1975,11684589,10747,61.08
irq,Iraq,Asia,1980,13653356,17004,61.22
irq,Iraq,Asia,1985,15576395,10985,60.23
irq,Iraq,Asia,1990,17469005,11522,66.16
irq,Iraq,Asia,1995,20208387,6561,65.27
irq,Iraq,Asia,2000,23565413,12177,65.99
irq,Iraq,Asia,2005,27008426,10895,64.82
irq,Iraq,Asia,2010,30762701,12718,67.24
irq,Iraq,Asia,2015,36115649,14929,67.59
irl,Ireland,Europe,1950,2913093,6197,65.81
irl,Ireland,Europe,1955,2899784,7088,68.29
irl,Ireland,Europe,1960,2822110,7796,70.48
irl,Ireland,Europe,1965,2859955,9253,70.95
irl,Ireland,Europe,1970,2949998,11419,71.17
irl,Ireland,Europe,1975,3184126,13532,71.68
irl,Ireland,Europe,1980,3434953,15861,72.66
irl,Ireland,Europe,1985,3564959,17350,73.85
irl,Ireland,Europe,1990,3569257,22117,74.91
irl,Ireland,Europe,1995,3651545,27010,75.8
irl,Ireland,Europe,2000,3848776,40815,76.65
irl,Ireland,Europe,2005,4212977,48919,78.91
irl,Ireland,Europe,2010,4626928,45661,80.38
irl,Ireland,Europe,2015,4700107,60944,81.12
isr,Israel,Asia,1950,1257971,4204,63.03
isr,Israel,Asia,1955,1718958,5539,65.5
isr,Israel,Asia,1960,2089889,6999,67.32
isr,Israel,Asia,1965,2522530,9441,68.64
isr,Israel,Asia,1970,2849622,12226,69.6
isr,Israel,Asia,1975,3336760,15355,71.55
isr,Israel,Asia,1980,3744667,16661,73.62
isr,Israel,Asia,1985,4082787,17718,74.5
isr,Israel,Asia,1990,4500475,19760,75.83
isr,Israel,Asia,1995,5333719,22731,76.97
isr,Israel,Asia,2000,6013741,26090,78.46
isr,Israel,Asia,2005,6602970,26331,79.68
isr,Israel,Asia,2010,7425959,29600,81.42
isr,Israel,Asia,2015,8064547,31971,82.02
ita,Italy,Europe,1950,46598601,6416,65.69
ita,Italy,Europe,1955,48372842,8169,68.16
ita,Italy,Europe,1960,49742196,10352,69.11
ita,Italy,Europe,1965,51728664,12705,70.17
ita,Italy,Europe,1970,53578683,16605,71.55
ita,Italy,Europe,1975,55330694,18658,72.84
ita,Italy,Europe,1980,56419278,23116,74.07
ita,Italy,Europe,1985,57012352,25954,75.63
ita,Italy,Europe,1990,57127120,31142,76.98
ita,Italy,Europe,1995,57255193,33152,78.06
ita,Italy,Europe,2000,57293721,36536,79.52
ita,Italy,Europe,2005,58808483,37604,80.82
ita,Italy,Europe,2010,59729807,36201,81.69
ita,Italy,Europe,2015,59504212,34245,82.25
jam,Jamaica,Americas,1950,1402899,2678,56.98
jam,Jamaica,Americas,1955,1540623,4103,61.12
jam,Jamaica,Americas,1960,1628252,5405,64.72
jam,Jamaica,Americas,1965,1756266,6249,67.17
jam,Jamaica,Americas,1970,1875381,7804,68.79
jam,Jamaica,Americas,1975,2027737,7698,70.91
jam,Jamaica,Americas,1980,2163045,6169,71.63
jam,Jamaica,Americas,1985,2338638,5891,72.69
jam,Jamaica,Americas,1990,2424242,7286,74.4
jam,Jamaica,Americas,1995,2537440,8448,74.18
jam,Jamaica,Americas,2000,2656864,7932,73.83
jam,Jamaica,Americas,2005,2744673,8411,74.66
jam,Jamaica,Americas,2010,2817210,7997,74.66
jam,Jamaica,Americas,2015,2871934,8105,74.91
jpn,Japan,Asia,1950,82802084,2581,59.44
jpn,Japan,Asia,1955,89018257,3516,65.93
jpn,Japan,Asia,1960,93673615,4838,67.98
jpn,Japan,Asia,1965,98447002,7186,70.53
jpn,Japan,Asia,1970,104925645,14513,72.28
jpn,Japan,Asia,1975,112423055,17032,74.31
jpn,Japan,Asia,1980,117827355,20257,76.16
jpn,Japan,Asia,1985,121894038,24220,77.68
jpn,Japan,Asia,1990,124515561,30447,78.86
jpn,Japan,Asia,1995,126375466,32425,79.67
jpn,Japan,Asia,2000,127533934,33872,80.95
jpn,Japan,Asia,2005,128335767,35658,81.97
jpn,Japan,Asia,2010,128551873,35750,82.85
jpn,Japan,Asia,2015,127974958,37818,83.77
jor,Jordan,Asia,1950,481321,2911,45.96
jor,Jordan,Asia,1955,682952,2839,49.98
jor,Jordan,Asia,1960,932257,4058,54.23
jor,Jordan,Asia,1965,1172550,5519,58.32
jor,Jordan,Asia,1970,1718913,4128,62.18
jor,Jordan,Asia,1975,2062918,4409,64.75
jor,Jordan,Asia,1980,2374422,7573,66.79
jor,Jordan,Asia,1985,2895985,7958,69.3
jor,Jordan,Asia,1990,3560582,6283,71.8
jor,Jordan,Asia,1995,4572904,6895,72.7
jor,Jordan,Asia,2000,5103130,7235,73.08
jor,Jordan,Asia,2005,5714111,8800,73.12
jor,Jordan,Asia,2010,7182390,9473,75.78
jor,Jordan,Asia,2015,9159302,8491,76.75
kaz,Kazakhstan,Asia,1950,6702991,6048,55.01
kaz,Kazakhstan,Asia,1955,7991998,7084,57.13
kaz,Kazakhstan,Asia,1960,9996000,8475,59.43
kaz,Kazakhstan,Asia,1965,11909003,9998,61.74
kaz,Kazakhstan,Asia,1970,13109996,12081,63.75
kaz,Kazakhstan,Asia,1975,14130071,13114,64.92
kaz,Kazakhstan,Asia,1980,14905889,13195,66.04
kaz,Kazakhstan,Asia,1985,15789437,13226,67.42
kaz,Kazakhstan,Asia,1990,16540258,13050,67.8
kaz,Kazakhstan,Asia,1995,16034956,8283,64.37
kaz,Kazakhstan,Asia,2000,15057363,9952,64.56
kaz,Kazakhstan,Asia,2005,15541457,16014,64.95
kaz,Kazakhstan,Asia,2010,16398976,20097,68.37
kaz,Kazakhstan,Asia,2015,17749648,23522,71.62
ken,Kenya,Africa,1950,6076758,1791,45.23
ken,Kenya,Africa,1955,6979931,1894,47.4
ken,Kenya,Africa,1960,8105440,1889,50.91
ken,Kenya,Africa,1965,9504703,1954,54.55
ken,Kenya,Africa,1970,11252492,1950,57.93
ken,Kenya,Africa,1975,13486629,2002,59.82
ken,Kenya,Africa,1980,16268990,2252,61.67
ken,Kenya,Africa,1985,19651225,2158,62.61
ken,Kenya,Africa,1990,23402507,2380,61.44
ken,Kenya,Africa,1995,27346456,2204,57.26
ken,Kenya,Africa,2000,31450483,2132,55.21
ken,Kenya,Africa,2005,36048288,2224,57.43
ken,Kenya,Africa,2010,41350152,2476,62.76
ken,Kenya,Africa,2015,47236259,2836,66.35
kir,Kiribati,Asia,1950,33048,2034,44.91
kir,Kiribati,Asia,1955,36596,2399,47.21
kir,Kiribati,Asia,1960,41233,2828,49.76
kir,Kiribati,Asia,1965,46453,3333,52.32
kir,Kiribati,Asia,1970,51178,3924,54.89
kir,Kiribati,Asia,1975,55169,7356,57.74
kir,Kiribati,Asia,1980,59339,2307,58.77
kir,Kiribati,Asia,1985,64003,2029,57.96
kir,Kiribati,Asia,1990,72412,1961,58.2
kir,Kiribati,Asia,1995,77730,1891,58.65
kir,Kiribati,Asia,2000,84406,2007,59.47
kir,Kiribati,Asia,2005,92325,1976,60.18
kir,Kiribati,Asia,2010,102652,1732,60.73
kir,Kiribati,Asia,2015,112407,1874,61.65
kwt,Kuwait,Asia,1950,153096,4434,53.59
kwt,Kuwait,Asia,1955,181888,11592,58.58
kwt,Kuwait,Asia,1960,269618,19295,63.16
kwt,Kuwait,Asia,1965,473554,32115,66.76
kwt,Kuwait,Asia,1970,746767,53445,69.58
kwt,Kuwait,Asia,1975,1024940,90711,70.05
kwt,Kuwait,Asia,1980,1372318,106747,71.91
kwt,Kuwait,Asia,1985,1738994,57325,73.89
kwt,Kuwait,Asia,1990,2099615,36951,75.63
kwt,Kuwait,Asia,1995,1610651,81017,76.2
kwt,Kuwait,Asia,2000,2050741,69920,76.46
kwt,Kuwait,Asia,2005,2276623,93470,77.03
kwt,Kuwait,Asia,2010,2998083,75204,78.2
kwt,Kuwait,Asia,2015,3935794,69329,79.79
kgz,Kyrgyz Republic,Asia,1950,1740004,2290,51.28
kgz,Kyrgyz Republic,Asia,1955,1904060,2524,53.27
kgz,Kyrgyz Republic,Asia,1960,2170093,2782,55.46
kgz,Kyrgyz Republic,Asia,1965,2569458,3065,57.67
kgz,Kyrgyz Republic,Asia,1970,2969864,3377,59.59
kgz,Kyrgyz Republic,Asia,1975,3291077,3567,61.88
kgz,Kyrgyz Republic,Asia,1980,3610981,3536,63.91
kgz,Kyrgyz Republic,Asia,1985,3993106,3506,65.25
kgz,Kyrgyz Republic,Asia,1990,4372890,3475,65.98
kgz,Kyrgyz Republic,Asia,1995,4566087,1696,64.13
kgz,Kyrgyz Republic,Asia,2000,4920718,2075,66.41
kgz,Kyrgyz Republic,Asia,2005,5075380,2370,66.63
kgz,Kyrgyz Republic,Asia,2010,5422337,2790,68.45
kgz,Kyrgyz Republic,Asia,2015,5865401,3238,71.07
lao,Lao,Asia,1950,1682915,1131,37.47
lao,Lao,Asia,1955,1890852,1188,38.52
lao,Lao,Asia,1960,2120896,1235,39.74
lao,Lao,Asia,1965,2382594,1285,40.95
lao,Lao,Asia,1970,2688428,1340,42.16
lao,Lao,Asia,1975,3051577,1394,45.67
lao,Lao,Asia,1980,3258144,1546,47.86
lao,Lao,Asia,1985,3687898,1608,50.7
lao,Lao,Asia,1990,4258472,1613,52.46
lao,Lao,Asia,1995,4851923,1911,54.52
lao,Lao,Asia,2000,5329304,2346,57.06
lao,Lao,Asia,2005,5754026,2941,60.28
lao,Lao,Asia,2010,6246274,3984,63.8
lao,Lao,Asia,2015,6663967,5434,66.78
lva,Latvia,Europe,1950,1926568,3954,59.62
lva,Latvia,Europe,1955,2001570,4620,65.31
lva,Latvia,Europe,1960,2129586,5512,70.18
lva,Latvia,Europe,1965,2266941,6485,71.08
lva,Latvia,Europe,1970,2378017,7816,70.09
lva,Latvia,Europe,1975,2469436,9380,69.08
lva,Latvia,Europe,1980,2521385,11030,68.9
lva,Latvia,Europe,1985,2580751,12678,69.49
lva,Latvia,Europe,1990,2664432,13650,69.46
lva,Latvia,Europe,1995,2508473,8272,66.57
lva,Latvia,Europe,2000,2384163,11159,70.42
lva,Latvia,Europe,2005,2251983,17496,70.79
lva,Latvia,Europe,2010,2118848,18252,73.06
lva,Latvia,Europe,2015,1992663,23057,74.76
lbn,Lebanon,Asia,1950,1334621,7925,59.98
lbn,Lebanon,Asia,1955,1532109,10095,61.93
lbn,Lebanon,Asia,1960,1804926,8914,63.73
lbn,Lebanon,Asia,1965,2092348,10683,65.21
lbn,Lebanon,Asia,1970,2297389,12143,66.61
lbn,Lebanon,Asia,1975,2575690,10391,59.65
lbn,Lebanon,Asia,1980,2605293,9236,53.15
lbn,Lebanon,Asia,1985,2676583,12939,64.35
lbn,Lebanon,Asia,1990,2703016,7860,69.15
lbn,Lebanon,Asia,1995,3033394,12453,73.53
lbn,Lebanon,Asia,2000,3235366,12536,76.45
lbn,Lebanon,Asia,2005,3986852,12273,78.28
lbn,Lebanon,Asia,2010,4337141,16281,79.85
lbn,Lebanon,Asia,2015,5851479,13087,80.08
lso,Lesotho,Africa,1950,733945,435,45.57
lso,Lesotho,Africa,1955,787806,498,48.78
lso,Lesotho,Africa,1960,851591,564,52.42
lso,Lesotho,Africa,1965,933655,736,54.62
lso,Lesotho,Africa,1970,1033050,774,55.83
lso,Lesotho,Africa,1975,1150635,924,57.04
lso,Lesotho,Africa,1980,1310118,1157,58.7
lso,Lesotho,Africa,1985,1472192,1176,59.73
lso,Lesotho,Africa,1990,1603938,1380,60.4
lso,Lesotho,Africa,1995,1761359,1629,57.72
lso,Lesotho,Africa,2000,1868699,1782,48.8
lso,Lesotho,Africa,2005,1949543,1960,43.25
lso,Lesotho,Africa,2010,2040551,2375,46.5
lso,Lesotho,Africa,2015,2174645,2777,49.57
lbr,Liberia,Africa,1950,930025,1498,38.21
lbr,Liberia,Africa,1955,1010067,1650,39.68
lbr,Liberia,Africa,1960,1120313,1763,41.26
lbr,Liberia,Africa,1965,1252972,1802,43.84
lbr,Liberia,Africa,1970,1416529,2152,47.54
lbr,Liberia,Africa,1975,1625013,2108,49.83
lbr,Liberia,Africa,1980,1888314,2006,51.48
lbr,Liberia,Africa,1985,2192555,1610,52.33
lbr,Liberia,Africa,1990,2097232,875,49.88
lbr,Liberia,Africa,1995,2073482,247,50.32
lbr,Liberia,Africa,2000,2884522,839,54.47
lbr,Liberia,Africa,2005,3261230,598,58.17
lbr,Liberia,Africa,2010,3948125,700,60.77
lbr,Liberia,Africa,2015,4499621,785,63.83
lby,Libya,Africa,1950,1124515,5128,42.61
lby,Libya,Africa,1955,1245358,6990,42.53
lby,Libya,Africa,1960,1448417,12029,49.48
lby,Libya,Africa,1965,1733306,37062,58.87
lby,Libya,Africa,1970,2133526,65830,66.1
lby,Libya,Africa,1975,2645139,41743,69.08
lby,Libya,Africa,1980,3219466,57668,71.45
lby,Libya,Africa,1985,3873781,34681,72.61
lby,Libya,Africa,1990,4436661,26002,73.14
lby,Libya,Africa,1995,4948798,22560,74.12
lby,Libya,Africa,2000,5355751,21922,74.4
lby,Libya,Africa,2005,5792688,26045,75.22
lby,Libya,Africa,2010,6169140,29630,76.1
lby,Libya,Africa,2015,6234955,13525,74.16
ltu,Lithuania,Europe,1950,2567403,6561,63.57
ltu,Lithuania,Europe,1955,2628745,7640,66.36
ltu,Lithuania,Europe,1960,2769866,9087,70.3
ltu,Lithuania,Europe,1965,2966162,10657,71.71
ltu,Lithuania,Europe,1970,3136580,12803,71.1
ltu,Lithuania,Europe,1975,3298873,14070,71.08
ltu,Lithuania,Europe,1980,3430759,14728,70.72
ltu,Lithuania,Europe,1985,3562396,15357,70.74
ltu,Lithuania,Europe,1990,3696034,15764,71.38
ltu,Lithuania,Europe,1995,3626602,9357,69
ltu,Lithuania,Europe,2000,3501835,12189,72.02
ltu,Lithuania,Europe,2005,3344252,18526,71.41
ltu,Lithuania,Europe,2010,3123803,21069,73.17
ltu,Lithuania,Europe,2015,2931926,26971,74.86
lux,Luxembourg,Europe,1950,296001,18895,65.59
lux,Luxembourg,Europe,1955,305261,19624,67.1
lux,Luxembourg,Europe,1960,314588,22445,69.48
lux,Luxembourg,Europe,1965,330161,25563,69.84
lux,Luxembourg,Europe,1970,339668,29624,70.04
lux,Luxembourg,Europe,1975,353983,32666,71.24
lux,Luxembourg,Europe,1980,364038,36287,72.6
lux,Luxembourg,Europe,1985,366884,41084,73.82
lux,Luxembourg,Europe,1990,381791,57618,75.13
lux,Luxembourg,Europe,1995,408149,65358,76.77
lux,Luxembourg,Europe,2000,436103,81690,78.42
lux,Luxembourg,Europe,2005,457842,88610,79.95
lux,Luxembourg,Europe,2010,507889,91743,81.35
lux,Luxembourg,Europe,2015,566741,95311,81.99
mkd,"Macedonia, FYR",Europe,1950,1254445,2551,53.78
mkd,"Macedonia, FYR",Europe,1955,1392449,2966,57.92
mkd,"Macedonia, FYR",Europe,1960,1488667,4034,61.58
mkd,"Macedonia, FYR",Europe,1965,1592432,5099,64.69
mkd,"Macedonia, FYR",Europe,1970,1720800,6254,67.45
mkd,"Macedonia, FYR",Europe,1975,1803010,8080,68.87
mkd,"Macedonia, FYR",Europe,1980,1924197,10158,69.39
mkd,"Macedonia, FYR",Europe,1985,1981534,10577,70.23
mkd,"Macedonia, FYR",Europe,1990,1996228,9633,70.57
mkd,"Macedonia, FYR",Europe,1995,1983252,7641,71.19
mkd,"Macedonia, FYR",Europe,2000,2034819,8621,72.23
mkd,"Macedonia, FYR",Europe,2005,2060272,9386,72.89
mkd,"Macedonia, FYR",Europe,2010,2070739,11355,74.01
mkd,"Macedonia, FYR",Europe,2015,2079308,12760,74.63
mdg,Madagascar,Africa,1950,4083554,1910,39.14
mdg,Madagascar,Africa,1955,4543542,2122,41.8
mdg,Madagascar,Africa,1960,5099373,2278,44.78
mdg,Madagascar,Africa,1965,5769218,2211,47.74
mdg,Madagascar,Africa,1970,6576305,2501,50.76
mdg,Madagascar,Africa,1975,7556026,2306,53.1
mdg,Madagascar,Africa,1980,8716553,2168,54.87
mdg,Madagascar,Africa,1985,10063495,1684,54.17
mdg,Madagascar,Africa,1990,11598633,1653,55.59
mdg,Madagascar,Africa,1995,13475400,1400,56.85
mdg,Madagascar,Africa,2000,15766806,1444,58.46
mdg,Madagascar,Africa,2005,18336724,1390,60.08
mdg,Madagascar,Africa,2010,21151640,1386,60.84
mdg,Madagascar,Africa,2015,24234088,1376,62.31
mwi,Malawi,Africa,1950,2953871,411,38.06
mwi,Malawi,Africa,1955,3252332,459,38.96
mwi,Malawi,Africa,1960,3618595,522,40.27
mwi,Malawi,Africa,1965,4058673,537,41.54
mwi,Malawi,Africa,1970,4603723,620,43.51
mwi,Malawi,Africa,1975,5292808,833,46.4
mwi,Malawi,Africa,1980,6163080,924,49.37
mwi,Malawi,Africa,1985,7211105,829,50.07
mwi,Malawi,Africa,1990,9437553,744,48.72
mwi,Malawi,Africa,1995,9909088,821,46.01
mwi,Malawi,Africa,2000,11376172,866,44.73
mwi,Malawi,Africa,2005,13039711,840,47.62
mwi,Malawi,Africa,2010,15167095,1033,53.07
mwi,Malawi,Africa,2015,17573607,1089,59.44
mys,Malaysia,Asia,1950,6109915,2984,53.59
mys,Malaysia,Asia,1955,7039719,2832,56.51
mys,Malaysia,Asia,1960,8157106,3004,59.59
mys,Malaysia,Asia,1965,9526563,3579,62.32
mys,Malaysia,Asia,1970,10803978,4164,64.6
mys,Malaysia,Asia,1975,12162369,5341,66.9
mys,Malaysia,Asia,1980,13798125,7423,68.92
mys,Malaysia,Asia,1985,15598942,8493,70.54
mys,Malaysia,Asia,1990,18038321,10552,71.66
mys,Malaysia,Asia,1995,20495597,14601,72.36
mys,Malaysia,Asia,2000,23185608,16310,73.12
mys,Malaysia,Asia,2005,25659393,18577,73.91
mys,Malaysia,Asia,2010,28112289,21107,74.46
mys,Malaysia,Asia,2015,30723155,24989,75.37
mdv,Maldives,Asia,1950,73714,868,29.67
mdv,Maldives,Asia,1955,79714,972,30.4
mdv,Maldives,Asia,1960,89887,1089,32.24
mdv,Maldives,Asia,1965,102766,1219,35.48
mdv,Maldives,Asia,1970,115768,1365,39.12
mdv,Maldives,Asia,1975,136519,1293,44.26
mdv,Maldives,Asia,1980,158385,1903,48.19
mdv,Maldives,Asia,1985,189637,2981,55.34
mdv,Maldives,Asia,1990,223215,4197,62.42
mdv,Maldives,Asia,1995,254082,5065,67.85
mdv,Maldives,Asia,2000,280384,6863,72.13
mdv,Maldives,Asia,2005,318836,7961,75.71
mdv,Maldives,Asia,2010,364511,10514,77.91
mdv,Maldives,Asia,2015,418403,11994,79.29
mli,Mali,Africa,1950,4708429,694,31.26
mli,Mali,Africa,1955,4975398,764,32.91
mli,Mali,Africa,1960,5263733,834,34.02
mli,Mali,Africa,1965,5568484,876,35.92
mli,Mali,Africa,1970,5949045,940,39.82
mli,Mali,Africa,1975,6482278,1002,41.6
mli,Mali,Africa,1980,7090126,1212,44.92
mli,Mali,Africa,1985,7831889,1147,47.26
mli,Mali,Africa,1990,8465188,1272,49.4
mli,Mali,Africa,1995,9604450,1310,51.25
mli,Mali,Africa,2000,10967690,1463,53.35
mli,Mali,Africa,2005,12798763,1761,56.54
mli,Mali,Africa,2010,15075085,1872,59.46
mli,Mali,Africa,2015,17467905,1919,61.37
mlt,Malta,Europe,1950,312003,2552,64.82
mlt,Malta,Europe,1955,313124,2666,65.44
mlt,Malta,Europe,1960,311534,2785,66.72
mlt,Malta,Europe,1965,321019,2963,68.18
mlt,Malta,Europe,1970,320086,4542,69.51
mlt,Malta,Europe,1975,322821,7049,70.69
mlt,Malta,Europe,1980,333274,10943,71.54
mlt,Malta,Europe,1985,349196,12567,73.59
mlt,Malta,Europe,1990,364431,16152,75.73
mlt,Malta,Europe,1995,380305,19792,77.1
mlt,Malta,Europe,2000,396668,24586,77.49
mlt,Malta,Europe,2005,406787,26303,79.14
mlt,Malta,Europe,2010,416110,28321,80.28
mlt,Malta,Europe,2015,427616,34380,81.33
mrt,Mauritania,Africa,1950,660491,1185,40.55
mrt,Mauritania,Africa,1955,746804,1390,43.63
mrt,Mauritania,Africa,1960,858168,1674,47.55
mrt,Mauritania,Africa,1965,992367,2547,51.24
mrt,Mauritania,Africa,1970,1148908,2970,54.22
mrt,Mauritania,Africa,1975,1328686,2758,54.76
mrt,Mauritania,Africa,1980,1534085,2948,57.16
mrt,Mauritania,Africa,1985,1769942,2716,58.62
mrt,Mauritania,Africa,1990,2030140,2807,59.96
mrt,Mauritania,Africa,1995,2327075,2862,61.62
mrt,Mauritania,Africa,2000,2709359,2751,63.7
mrt,Mauritania,Africa,2005,3130720,2986,65.69
mrt,Mauritania,Africa,2010,3609543,3317,68.23
mrt,Mauritania,Africa,2015,4182341,3602,69.95
mus,Mauritius,Africa,1950,493255,2437,46.62
mus,Mauritius,Africa,1955,570648,2551,51.25
mus,Mauritius,Africa,1960,660023,2759,56.78
mus,Mauritius,Africa,1965,753285,3305,60.21
mus,Mauritius,Africa,1970,826441,2970,60.82
mus,Mauritius,Africa,1975,892211,4030,62.92
mus,Mauritius,Africa,1980,966031,4465,66.02
mus,Mauritius,Africa,1985,1015762,5325,67.69
mus,Mauritius,Africa,1990,1055868,7387,69.4
mus,Mauritius,Africa,1995,1128673,8845,70.4
mus,Mauritius,Africa,2000,1185145,11077,71.47
mus,Mauritius,Africa,2005,1222003,12442,72.39
mus,Mauritius,Africa,2010,1247955,15938,73.42
mus,Mauritius,Africa,2015,1259456,18864,74.49
mex,Mexico,Americas,1950,28012561,4408,49.05
mex,Mexico,Americas,1955,32605178,5129,53.76
mex,Mexico,Americas,1960,38174112,5999,57.73
mex,Mexico,Americas,1965,44623043,7323,60.16
mex,Mexico,Americas,1970,52029861,8810,62.14
mex,Mexico,Americas,1975,60872399,10302,64.66
mex,Mexico,Americas,1980,69360871,12808,66.72
mex,Mexico,Americas,1985,77360707,12661,69.07
mex,Mexico,Americas,1990,85357874,12584,71.55
mex,Mexico,Americas,1995,94045579,12670,72.87
mex,Mexico,Americas,2000,101719673,15015,74.61
mex,Mexico,Americas,2005,108472228,15273,75.21
mex,Mexico,Americas,2010,117318941,15535,75.47
mex,Mexico,Americas,2015,125890949,16668,76.21
fsm,"Micronesia, Fed. Sts.",Asia,1950,32001,1165,52.52
fsm,"Micronesia, Fed. Sts.",Asia,1955,37893,1288,54.19
fsm,"Micronesia, Fed. Sts.",Asia,1960,44537,1424,56.06
fsm,"Micronesia, Fed. Sts.",Asia,1965,52242,1573,57.92
fsm,"Micronesia, Fed. Sts.",Asia,1970,61431,1738,59.82
fsm,"Micronesia, Fed. Sts.",Asia,1975,63144,2709,60.72
fsm,"Micronesia, Fed. Sts.",Asia,1980,72964,2417,61.75
fsm,"Micronesia, Fed. Sts.",Asia,1985,85686,2529,62.52
fsm,"Micronesia, Fed. Sts.",Asia,1990,96331,2763,63.32
fsm,"Micronesia, Fed. Sts.",Asia,1995,107556,3185,64.26
fsm,"Micronesia, Fed. Sts.",Asia,2000,107432,3167,64.77
fsm,"Micronesia, Fed. Sts.",Asia,2005,106196,3301,65.62
fsm,"Micronesia, Fed. Sts.",Asia,2010,103616,3337,65.38
fsm,"Micronesia, Fed. Sts.",Asia,2015,104433,3285,65.33
mda,Moldova,Europe,1950,2340997,2712,56.36
mda,Moldova,Europe,1955,2627009,3140,58.13
mda,Moldova,Europe,1960,3003559,3713,59.85
mda,Moldova,Europe,1965,3335631,4352,61.52
mda,Moldova,Europe,1970,3594518,5225,62.54
mda,Moldova,Europe,1975,3838910,5743,63.9
mda,Moldova,Europe,1980,4009838,6020,64.85
mda,Moldova,Europe,1985,4214916,6286,65.38
mda,Moldova,Europe,1990,4364116,6462,67.19
mda,Moldova,Europe,1995,4339082,2605,64.62
mda,Moldova,Europe,2000,4201089,2321,67.58
mda,Moldova,Europe,2005,4157699,3308,68.54
mda,Moldova,Europe,2010,4084481,3911,69.74
mda,Moldova,Europe,2015,4065980,4747,72.08
mng,Mongolia,Asia,1950,780199,858,42
mng,Mongolia,Asia,1955,855103,1018,43.78
mng,Mongolia,Asia,1960,955505,1208,47.73
mng,Mongolia,Asia,1965,1107124,1431,51.7
mng,Mongolia,Asia,1970,1278825,1695,54.52
mng,Mongolia,Asia,1975,1479651,1949,58.02
mng,Mongolia,Asia,1980,1689622,2502,58.98
mng,Mongolia,Asia,1985,1921881,3188,60.87
mng,Mongolia,Asia,1990,2184145,5123,62.52
mng,Mongolia,Asia,1995,2298039,4244,61.73
mng,Mongolia,Asia,2000,2397436,4655,62.82
mng,Mongolia,Asia,2005,2526446,6047,63.99
mng,Mongolia,Asia,2010,2712650,7709,66.18
mng,Mongolia,Asia,2015,2976877,11409,68.21
mne,Montenegro,Europe,1950,394739,4111,61.02
mne,Montenegro,Europe,1955,443795,4818,62.74
mne,Montenegro,Europe,1960,487413,6606,66.04
mne,Montenegro,Europe,1965,533814,8415,69.46
mne,Montenegro,Europe,1970,519696,10400,72.58
mne,Montenegro,Europe,1975,554262,13538,73.26
mne,Montenegro,Europe,1980,580754,17148,74
mne,Montenegro,Europe,1985,614016,17988,74.24
mne,Montenegro,Europe,1990,615002,16503,74.97
mne,Montenegro,Europe,1995,620414,7809,73.95
mne,Montenegro,Europe,2000,613560,10075,73.84
mne,Montenegro,Europe,2005,616388,11397,75
mne,Montenegro,Europe,2010,624285,14035,76.36
mne,Montenegro,Europe,2015,628178,15291,76.93
mar,Morocco,Africa,1950,8985989,2080,46.91
mar,Morocco,Africa,1955,10502666,2151,48.56
mar,Morocco,Africa,1960,12328532,1951,50.72
mar,Morocco,Africa,1965,14229044,2068,53.08
mar,Morocco,Africa,1970,16000008,2416,55.31
mar,Morocco,Africa,1975,17803698,2743,57.81
mar,Morocco,Africa,1980,20019847,3411,61
mar,Morocco,Africa,1985,22537376,3575,64.62
mar,Morocco,Africa,1990,24879136,3912,67.2
mar,Morocco,Africa,1995,27075232,3915,68.99
mar,Morocco,Africa,2000,28849621,4484,70.87
mar,Morocco,Africa,2005,30521070,5362,72.22
mar,Morocco,Africa,2010,32409639,6443,73.55
mar,Morocco,Africa,2015,34803322,7286,74.78
moz,Mozambique,Africa,1950,6152237,408,35.41
moz,Mozambique,Africa,1955,6701749,450,38.41
moz,Mozambique,Africa,1960,7388695,472,41.7
moz,Mozambique,Africa,1965,8203076,477,44.65
moz,Mozambique,Africa,1970,9161534,611,47.56
moz,Mozambique,Africa,1975,10344494,488,49.51
moz,Mozambique,Africa,1980,11848331,421,50.26
moz,Mozambique,Africa,1985,12984405,315,45.11
moz,Mozambique,Africa,1990,13247649,379,50.66
moz,Mozambique,Africa,1995,15759132,373,51.23
